Rank	Word	PoS	Collins	Tag	Definition
1885	debt	n	4	cet4 cet6 ky toefl ielts gk	n. 债务；借款；罪过
1886	rare	j	3	cet4 cet6 ky toefl ielts gk	adj. 半熟的；稀有的；稀薄的
1888	tank	n	3	cet4 cet6 ky toefl gk	n. 坦克；水槽；池塘
1892	aside	r	3	cet4 ky gk	adv. 在旁边；离开，撇开
1893	anywhere	r	3	cet4 ky zk gk	adv. 无论何处；在任何地方
1894	bond	n	4	cet4 cet6 ky toefl ielts gk	n. 结合；粘合剂；债券；约定
1897	master	n	4	cet4 cet6 ky ielts zk gk	vt. 控制；精通；征服
1898	era	n	3	cet4 cet6 ky toefl	n. 时代；年代；纪元
1899	requirement	n	3	cet4 cet6 ky toefl ielts gk	n. 要求；必需品；必要条件
1903	expectation	n	3	cet4 cet6 ky gk	n. 期待；预期；指望
1904	wing	n	4	cet4 cet6 ky ielts zk gk	n. 翅膀；翼；飞翔；派别
1905	separate	j	4	cet4 cet6 ky zk gk	vt. 使分离；使分居；使分开
1910	somewhat	r	3	cet4 cet6 ky toefl ielts	n. 几分；某物
1911	pour	v	3	cet4 cet6 ky ielts gk	n. 倾泻；流出；骤雨
1912	stir	v	3	cet4 cet6 ky toefl	n. 轰动；搅拌
1918	reference	n	3	cet4 cet6 ky ielts gk	n. 参考，参照；涉及，提及；参考书目；介绍信；证明书
1919	tear	n	3	cet4 cet6 ky toefl ielts gk	vt. 撕破，撕裂；使分裂；使精神不安；折磨
1920	doubt	n	4	cet4 cet6 ky toefl zk gk	n. 怀疑；疑问；疑惑
1921	grant	v	4	cet4 cet6 ky ielts	vt. 授予；承认；允许
1922	seriously	r	3	cet4 cet6 toefl	adv. 认真地；严重地，严肃地
1924	minister	n	5	cet4 cet6 ky ielts gk	n. 部长；大臣；牧师
1926	hero	n	3	cet4 cet6 ky ielts zk gk	n. 英雄；男主角，男主人公
1927	industrial	j	4	cet4 cet6 ky toefl ielts	adj. 工业的，产业的；供工业用的；从事工业的；来自勤劳的
1929	stretch	v	3	cet4 cet6 ky toefl ielts	vt. 伸展，张开；vi. 伸展；adj. 可伸缩的；n. 伸展，延伸
1930	winner	n	4	cet4 cet6 zk gk	n. 胜利者
1931	volume	n	4	cet4 cet6 ky toefl ielts	n. 体积；卷；册；音量；大量；量
1933	seed	n	4	cet4 cet6 ky gk	n. 种子；萌芽；原由；根据；子孙；精液
1936	fashion	n	4	cet4 cet6 ky toefl ielts	n. 样式；时尚；时装；时髦人物
1937	pepper	n	3	cet4 cet6 ky gk	n. 胡椒粉；辣椒；胡椒
1942	tip	n	3	cet4 cet6 ky toefl gk	vi. 倾覆；翻倒；给小费
1945	aim	v	4	cet4 cet6 ky toefl ielts gk	vt. 把…对准；目的在于；引导
1947	welfare	n	3	cet4 cet6 ky toefl ielts gk	n. 福利；福利事业；幸福；安宁
1949	gray	j		cet4 cet6	adj. 灰色的；灰白头发的；苍白的；阴郁的
1951	beach	n	3	cet4 ky ielts zk gk	n. 海滩；湖滨
1952	improvement	n	3	cet4 cet6 ky ielts	n. 改进，改善
1954	opening	n	3	cet4 cet6 ky ielts gk	n. 开始；通路；机会；空缺的职位
1955	overall	j	4	cet4 cet6 ky toefl ielts	adj. 全部的；全体的；一切在内的
1956	divide	v	4	cet4 ky toefl zk gk	vt. 分开；划分；除；使产生分歧
1957	initial	j	3	cet4 cet6 ky toefl ielts gk	adj. 最初的；字首的
1958	terrible	j	4	cet4 cet6 ky toefl zk gk	adj. 可怕的；很糟的；令人讨厌的
1959	oppose	v	3	cet4 cet6 ky toefl ielts gk	vt. 反对；对抗，抗争
1960	contemporary	j	3	cet4 cet6 ky toefl ielts gk	n. 同时代的人；同时期的东西
1961	route	n	4	cet4 cet6 ky ielts	vt. 按某路线发送
1962	multiple	j	2	cet4 cet6 ky toefl	adj. 多样的；许多的；多重的
1963	essential	j	4	cet4 cet6 ky toefl ielts	adj. 必要的；基本的；本质的；精华的
1966	criminal	j	4	cet4 cet6 ky ielts gk	n. 罪犯
1968	core	n	3	cet4 cet6 ky toefl	n. 核心；果心；要点；磁心
1969	upper	j	3	cet4 cet6 ky gk	adj. 上面的，上部的；较高的
1970	rush	v	3	cet4 cet6 ky toefl zk gk	n. 匆促；急流；冲进；灯心草
1971	necessarily	r	3	cet4 cet6	adv. 必要地；必定地，必然地
1976	employ	v	3	cet4 cet6 ky toefl gk	vt. 使用，采用；雇用；使忙于，使从事于
1979	vast	j	3	cet4 cet6 ky toefl gk	adj. 巨大的；广阔的；大量的；巨额的
1980	resolution	n	4	cet4 cet6 ky toefl ielts	n. 决议；决心；分辨率；解决
1981	household	n	3	cet4 cet6 ky toefl	adj. 家庭的；日常的；王室的
1984	apart	r	3	cet4 ky gk	adv. 分离着；相距；与众不同地
1985	witness	n	3	cet4 cet6 ky toefl ielts gk	n. 目击者；证人；证据
1987	barely	r	3	cet4 cet6 ky toefl ielts	adv. 仅仅，勉强；几乎不；公开地；贫乏地
1989	representative	n	4	cet4 cet6 ky toefl ielts gk	adj. 典型的，有代表性的；代议制的
1991	beneath	i	3	cet4 ky toefl gk	prep. 在…之下
1994	incident	n	4	cet4 cet6 ky toefl gk	n. 事件，事变；插曲
1995	limited	j	3	cet4 cet6 ky	adj. 有限的
1996	proud	j	3	cet4 cet6 ky zk gk	adj. 自豪的；自负的；得意的
1997	flow	n	4	cet4 ky gk	vi. 流动，涌流；飘扬；川流不息
1998	faculty	n	2	cet4 cet6 ky toefl ielts	n. 能力；全体教员；科，系
2000	waste	n	4	cet4 cet6 ky ielts zk gk	n. 废物；浪费；荒地；损耗；地面风化物
2001	merely	r	3	cet4 cet6 ky gk	adv. 仅仅，只不过；只是
2002	mass	n	4	cet4 cet6 ky toefl ielts gk	n. 大量，众多；群众，民众；块，团
2003	emphasize	v	3	cet4 cet6 ky toefl ielts	vt. 强调，着重
2004	experiment	n	3	cet4 cet6 ky ielts zk gk	vi. 进行实验；尝试
2005	definitely	r	3	cet4 cet6 toefl	adv. 明确地，肯定地；清楚地，当然
2006	bomb	n	4	cet4 cet6 ky gk	vt. 轰炸，投弹于
2007	enormous	j	3	cet4 cet6 ky toefl ielts	adj. 庞大的，巨大的；凶暴的，极恶的
2008	tone	n	3	cet4 cet6 ky	n. 音调；音色；语气；色调
2009	liberal	j	4	cet4 cet6 ky toefl ielts	adj. 慷慨的；不拘泥的；宽大的；自由主义的
2010	massive	j	3	cet4 cet6 ky toefl ielts	adj. 大量的；巨大的，厚重的；魁伟的
2011	engineer	n	3	cet4 cet6 ky ielts zk gk	n. 工程师；工兵；火车司机
2012	wheel	n	3	cet4 cet6 ky ielts zk gk	n. 车轮；方向盘；转动
2014	decline	v	4	cet4 cet6 ky toefl ielts gk	n. 下降；衰退；斜面
2015	invest	v	3	cet4 cet6 ky ielts	vt. 投资；耗费；授予；覆盖；包围
2017	cable	n	3	cet4 cet6 ky toefl ielts	n. 电缆；海底电报
2018	towards	i	5	cet4 cet6	prep. 朝，向；有助于；对于
2019	expose	v	3	cet4 cet6 ky toefl ielts gk	vt. 使曝光；揭露，揭发；显示
2020	rural	j	3	cet4 cet6 ky toefl ielts	adj. 农村的，乡下的；田园的，有乡村风味的
2023	narrow	j	4	cet4 cet6 ky toefl gk	adj. 狭窄的，有限的；度量小的；精密的；勉强的
2024	cream	n	3	cet4 cet6 ky ielts gk	n. 奶油，乳脂；乳酪；精华；面霜
2027	solid	j	3	cet4 cet6 ky zk gk	adj. 固体的；结实的；可靠的；一致的；立体的
2032	unfortunately	r	3	cet4 cet6 ky toefl gk	adv. 不幸地
2034	legislation	n	3	cet4 cet6 ky toefl ielts	n. 立法；法律
2035	succeed	v	4	cet4 cet6 ky toefl zk gk	vi. 成功；继承；继任；兴旺
2037	celebrate	v	3	cet4 cet6 ky toefl zk gk	vt. 庆祝；赞美；祝贺；举行
2038	achievement	n	2	cet4 cet6 toefl ielts gk	n. 成就；达到；完成
2041	accuse	v	4	cet4 cet6 ky toefl ielts gk	vt. 控告，指控；谴责；归咎于
2043	useful	j	4	cet4 cet6 ky ielts zk gk	adj. 有用的，有益的；有帮助的
2046	reject	v	4	cet4 cet6 ky toefl gk	vt. 拒绝；抵制；丢弃；排斥
2047	talent	n	4	cet4 cet6 ky toefl gk	n. 才能；天资；天才
2048	taste	n	4	cet4 cet6 ky toefl zk gk	n. 味道；品味；审美
2049	characteristic	n	3	cet4 cet6 ky toefl ielts gk	adj. 特有的；典型的；表示特性的
2051	escape	v	4	cet4 cet6 ky toefl gk	vt. 逃避，避免；被忘掉
2052	cast	v	4	cet4 cet6 ky toefl ielts gk	vt. 投，抛；投射（光、影、视线等）；浇铸；计算
2053	sentence	n	4	cet4 cet6 ky toefl zk gk	n. 宣判，判决；句子，命题
2054	unusual	j	3	cet4 cet6 ky ielts gk	adj. 与众不同的；不寻常的；不平常的
2055	closely	r		cet4	adv. 接近地；严密地；紧密地；亲近地
2056	convince	v	3	cet4 cet6 ky toefl ielts gk	vt. 使确信，使信服；说服
2057	height	n	3	cet4 cet6 ky toefl ielts zk gk	n. 高度；高地；身高；顶点
2058	physician	n	2	cet4 cet6 ky toefl ielts gk	n. 医师；内科医师
2059	assess	v	4	cet4 cet6 ky toefl ielts gk	vt. 评定；估价；对…征税
2061	plenty	p	3	cet4 cet6 ky zk gk	n. 丰富，大量；充足
2063	virtually	r	3	cet4 cet6 ky toefl ielts	adv. 事实上，几乎；实质上
2065	addition	i	4	cet4 cet6 ky ielts gk	n. 添加；增加物；加法
2066	sharp	j	4	cet4 cet6 ky toefl ielts gk	adj. 急剧的；锋利的；刺耳的；敏捷的；强烈的
2067	creative	j	3	cet4 cet6 ky	adj. 创造性的
2068	lower	v	3	cet4 ky	vt. 放下，降下；减弱，减少；贬低
2070	approve	v	4	cet4 cet6 ky toefl gk	vt. 批准；赞成；为…提供证据
2071	explanation	n	3	cet4 cet6 ky gk	n. 说明，解释；辩解
2073	gay	j	4	cet4 cet6 ky gk	adj. 快乐的；放荡的；艳丽的
2074	campus	n	2	cet4 cet6 ky toefl ielts	n. （大学）校园；大学，大学生活；校园内的草地
2075	proper	j	4	cet4 cet6 ky toefl zk gk	adj. 适当的；特有的；本身的；正派的
2077	guilty	j	3	cet4 cet6 ky gk	adj. 有罪的；内疚的
2079	acquire	v	3	cet4 cet6 ky toefl ielts gk	vt. 获得；学到；取得；捕获
2080	compete	v	3	cet4 cet6 ky toefl gk	vi. 竞争；比赛；对抗
2081	technical	j	3	cet4 cet6 ky toefl ielts gk	adj. 技术上的；工艺的，科技的；专门的
2082	plus	i	4	cet4 ky ielts gk	n. 正号，加号；附加额；好处
2085	immigrant	n	3	cet4 cet6 ky toefl ielts	adj. 移民的；迁入的
2086	weak	j	4	cet4 cet6 ky zk gk	adj. 疲软的；虚弱的；无力的；不牢固的
2087	illegal	j	3	cet4 cet6 ky ielts gk	adj. 非法的；违法的；违反规则的
2089	alternative	n	4	cet4 cet6 ky toefl ielts gk	adj. 供选择的；选择性的；交替的
2090	interaction	n		cet4 cet6 toefl	n. 交互作用；相互作用
2091	column	n	3	cet4 cet6 ky ielts	n. 圆柱，柱形物；纵队，列；专栏
2092	personality	n	3	cet4 cet6 ky toefl ielts	n. 品格；个性；名人
2093	signal	n	3	cet4 cet6 ky ielts gk	n. 信号；暗号；导火线
2097	passenger	n	3	cet4 cet6 ky zk gk	n. 乘客；旅客；过路人；[俚]碍手碍脚的人
2099	forever	r	2	cet4 cet6 ky gk	adv. 永远；常常；不断地
2101	regard	v	4	cet4 cet6 ky toefl zk gk	n. 注意；尊重；凝视；问候
2103	association	n	4	cet4 cet6 ky toefl ielts gk	n. 协会，联盟，社团；联合；联想
2107	wrap	v	3	cet4 cet6 ky toefl ielts	vt. 包；隐藏；缠绕；掩护
2108	lab	n	2	cet4 cet6 ky ielts zk gk	n. [口]实验室，研究室
2110	display	v	4	cet4 cet6 ky toefl ielts	n. 显示；炫耀
2111	criticism	n	4	cet4 cet6 ky	n. 批评；苛求；考证
2113	depression	n	3	cet4 cet6 ky toefl ielts	n. 沮丧；忧愁；洼地；不景气
2114	spiritual	j	3	cet4 cet6 ky toefl ielts gk	n. 圣歌（尤指美国南部黑人的）
2115	musical	j	3	cet4 cet6 ky ielts gk	adj. 音乐的；悦耳的
2116	journalist	n	4	cet4 cet6 ky toefl ielts gk	n. 记日志者；新闻工作者；报人
2117	prayer	n	2	cet4 cet6 ky gk	n. 恳求；祈祷，祷告；祈祷文
2118	suspect	v	4	cet4 cet6 ky toefl ielts gk	n. 嫌疑犯
2119	scholar	n	2	cet4 cet6 ky toefl gk	n. 学者；奖学金获得者
2121	climate	n	3	cet4 ky toefl gk	n. 气候；风气；思潮；风土
2122	cheese	n	3	cet4 ky ielts zk gk	n. 奶酪；干酪；[美俚]要人
2123	observation	n	2	cet4 cet6 ky toefl ielts	n. 观察；监视；观察报告
2124	childhood	n	3	cet4 ky gk	n. 童年时期；幼年时代
2125	payment	n	4	cet4 cet6 ky toefl ielts	n. 付款，支付；报酬，报答；惩罚，报应；偿还
2127	permit	v	3	cet4 cet6 ky toefl ielts gk	vi. 许可；允许
2128	cigarette	n	3	cet4 gk	n. 香烟；纸烟
2129	definition	n	3	cet4 cet6 ky toefl	n. 定义；清晰度；解说
2130	priority	n	3	cet4 cet6 ky toefl ielts	n. 优先；优先权；优先次序；优先考虑的事
2133	graduate	n	3	cet4 cet6 ky toefl gk	vt. 授予…学位；分等级；标上刻度
2134	request	n	4	cet4 cet6 ky toefl ielts gk	n. 请求；需要
2135	emotion	n	3	cet4 cet6 ky toefl ielts	n. 情感；情绪
2136	scream	v	3	cet4 cet6 ky gk	vi. 尖叫；发出尖锐刺耳的声音；呼啸；令人触目惊心
2137	dramatic	j	4	cet4 cet6 ky toefl ielts	adj. 戏剧的；引人注目的；激动人心的
2138	universe	n	3	cet4 cet6 ky toefl gk	n. 宇宙；世界；领域
2139	gap	n	3	cet4 cet6 ky toefl ielts	n. 缺口；间隙；空白
2140	excellent	j	4	cet4 cet6 ky toefl zk gk	adj. 极好的；卓越的；杰出的
2145	lucky	j	3	cet4 ky zk gk	adj. 幸运的；侥幸的
2146	drag	v	3	cet4 cet6 ky toefl gk	vt. 拖拉；拖累；缓慢而吃力地行进
2147	airline	n	4	cet4 ky zk gk	n. 航空公司；航线
2150	recover	v	3	cet4 cet6 ky toefl ielts gk	vt. 恢复；重新获得；弥补
2152	selection	n	3	cet4 cet6 ky toefl ielts	n. 选择，挑选；选集；精选品
2153	primarily	r	2	cet4 cet6	adv. 主要地，根本上；首先
2154	roof	n	3	cet4 cet6 ky toefl gk	n. 屋顶；最高处，顶部；最高限度
2155	unable	j	3	cet4 cet6 gk	adj. 不会的，不能的；无能力的；不能胜任的
2156	expense	n	3	cet4 ky gk	n. 开支；消费；损失，代价
2157	initiative	n	3	cet4 cet6 ky ielts	n. 主动权；首创精神
2158	diet	n	4	cet4 cet6 ky toefl ielts gk	n. 饮食；食物；规定饮食
2159	arrest	v	4	cet4 cet6 ky toefl gk	vt. 吸引；逮捕；阻止
2163	schedule	n	4	cet4 cet6 ky toefl ielts gk	vt. 安排，计划；编制目录；将……列入计划表
2165	brief	j	4	cet4 ky toefl gk	adj. 简短的，简洁的；短暂的，草率的
2168	purchase	v	4	cet4 cet6 ky toefl gk	n. 购买；紧握；起重装置
2171	steel	n	3	cet4 cet6 ky ielts zk gk	n. 钢铁；钢制品；坚固
2172	regarding	i	2	cet4 cet6 ky ielts	prep. 关于，至于
2175	visual	j	2	cet4 cet6 ky toefl ielts gk	adj. 视觉的，视力的；栩栩如生的
2176	fairly	r	3	cet4 cet6 ky toefl gk	adv. 公平地；相当地；简直
2178	violent	j	3	cet4 cet6 ky toefl ielts gk	adj. 猛烈的；暴力的
2179	silent	j	3	cet4 cet6 ky ielts zk gk	adj. 沉默的；寂静的；无记载的
2180	suppose	v	4	cet4 cet6 ky toefl zk gk	vt. 假设；认为；推想；让（虚拟语气）
2181	self	n	3	cet4 cet6 ky gk	n. 自己，自我；本质；私心
2184	perceive	v	2	cet4 cet6 ky toefl ielts	vt. 察觉，感觉；理解；认知
2185	comparison	n	3	cet4 ky	n. 比喻；比较；对照；比较关系
2186	settlement	n	4	cet4 cet6 ky ielts gk	n. 解决，处理；殖民；结算；沉降
2187	layer	n	3	cet4 cet6 ky toefl ielts	n. 层，阶层；地层
2190	description	n	3	cet4 cet6 ky ielts gk	n. 描述，描写；说明书；类型
2193	slide	v	3	cet4 cet6 ky toefl ielts gk	n. 幻灯片；滑动；滑梯；雪崩
2194	widely	r		cet4 cet6	adv. 广泛地
2195	wedding	n	3	cet4 cet6 ky toefl ielts gk	n. 结婚；婚礼，婚宴；结合
2196	inform	v	3	cet4 cet6 ky gk	vt. 通知；告诉；报告
2197	portion	n	2	cet4 cet6 ky toefl ielts	n. 部分；一份；命运
2198	territory	n	4	cet4 cet6 ky toefl ielts	n. 领土，领域；版图；地域；范围
2199	immediate	j	4	cet4 cet6 ky toefl gk	adj. 直接的；立即的；最接近的
2200	opponent	n	3	cet4 cet6 ky toefl ielts	n. 对手；敌手；反对者
2201	abandon	v	3	cet4 cet6 ky toefl gk	n. 狂热；放任
2205	transform	v	3	cet4 cet6 ky toefl ielts gk	vt. 改变，使…变形；转换
2206	tension	n	3	cet4 ky toefl ielts gk	n. 张力，拉力；紧张，不安；电压
2208	leading	j	4	cet4 cet6 ky toefl gk	adj. 主要的；领导的
2210	consist	v	3	cet4 cet6 ky toefl ielts gk	vi. 组成；在于；符合
2211	alcohol	n	3	cet4 ky gk	n. 酒精，乙醇
2212	enable	v	3	cet4 cet6 ky toefl	vt. 使能够，使成为可能；授予权利或方法
2213	bend	v	3	cet4 cet6 ky toefl ielts gk	vt. 使弯曲；使屈服；使致力；使朝向
2214	saving	n		cet4 cet6 ky ielts	n. 存款；节约；挽救
2216	desert	n	3	cet4 cet6 ky toefl ielts gk	vt. 遗弃；放弃；逃跑
2218	error	n	3	cet4 cet6 ky toefl gk	n. 错误；误差；过失
2224	sand	n	3	cet4 cet6 ky zk gk	n. 沙；沙子；沙滩；沙地；沙洲
2225	Spanish	j		cet4 cet6 ielts gk	adj. 西班牙的；西班牙人的；西班牙语的
2228	print	n	4	cet4 ky zk gk	n. 印刷业；印刷字体；印记；印花布；印章
2229	preserve	v	3	cet4 cet6 ky toefl ielts gk	vt. 保存；保护；维持；禁猎；腌
2231	formal	j	4	cet4 cet6 ky toefl ielts	adj. 正式的；拘谨的；有条理的
2233	existence	n		cet4 cet6 ky ielts gk	n. 存在，实在；生存，生活；存在物，实在物
2236	arrange	v	4	cet4 ky toefl gk	vt. 排列；安排；整理
2237	atmosphere	n	3	cet4 cet6 ky toefl gk	n. 气氛；大气；空气
2238	joint	j	4	cet4 cet6 ky	n. 关节；接合处，接合点；接缝；（牛，羊等的腿）大块肉
2239	reply	v	4	cet4 cet6 ky zk gk	vi. 回答；回击；答辩
2240	cycle	n	3	cet4 cet6 ky ielts gk	n. 循环；周期；整套；自行车；一段时间
2241	opposite	j	3	cet4 cet6 ky toefl ielts gk	adj. 相反的；对面的；对立的
2242	lock	v	3	cet4 ky ielts zk gk	vt. 锁，锁上；隐藏
2244	deserve	v	3	cet4 cet6 ky toefl ielts gk	vi. 应受，应得
2245	consistent	j	3	cet4 cet6 ky toefl gk	adj. 始终如一的，一致的；坚持的
2246	resistance	n	3	cet4 cet6 ky toefl ielts	n. 抵抗；抵抗力；反抗；电阻；阻力
2247	discovery	n	3	cet4 cet6 ky ielts zk gk	n. 发现，发觉；被发现的事物
2249	exposure	n	3	cet4 cet6 ky toefl ielts	n. 暴露；曝光；陈列；揭露
2250	pose	v	3	cet4 cet6 ky toefl ielts	v. 摆姿势；装模作样；提出…讨论；造成，形成
2251	stream	n	3	cet4 cet6 ky zk gk	n. 溪流；流动；光线；潮流
2252	sale	n	5	cet4 cet6 ky toefl ielts zk gk	n. 出售；销售额；拍卖；销售；廉价出售
2255	pot	n	3	cet4 cet6 ky toefl gk	n. 罐；壶；盆
2256	grand	j	4	cet4 cet6 ky toefl ielts gk	adj. 宏伟的；豪华的；极重要的
2260	tale	n	3	cet4 cet6 ky toefl zk gk	n. 故事；传说；叙述；流言蜚语
2262	resolve	v	3	cet4 cet6 ky toefl ielts	vt. 决定；使…分解；决心要做…；溶解
2263	racial	j	3	cet4 cet6 ky gk	adj. 种族的；人种的
2264	phase	n	3	cet4 cet6 ky toefl ielts	n. 相；位相；阶段
2266	joke	n	3	cet4 ky zk gk	n. 玩笑，笑话；笑柄
2267	coat	n	3	cet4 ky toefl zk gk	n. 外套
2271	manufacturer	n	3	cet4 cet6	n. 制造商；厂商
2272	philosophy	n	3	cet4 cet6 ky toefl	n. 哲学；哲理；人生观
2275	foundation	n	3	cet4 cet6 ky	n. 基础；地基；基金会；创立；根据
2276	quote	v	4	cet4 cet6 ky	vt. 引述；举证；报价
2281	urge	v	4	cet4 cet6 ky toefl gk	vt. 力劝，催促；驱策，推进
2282	occasion	n	4	cet4 cet6 ky toefl ielts	n. 场合；时机，机会；理由
2283	dust	n	3	cet4 cet6 ky ielts gk	n. 灰尘；尘埃；尘土
2284	breathe	v	3	cet4 ky toefl zk gk	vi. 呼吸；低语；松口气；（风）轻拂
2285	elect	v	4	cet4 ky gk	adj. 选出的；当选的；卓越的
2287	jacket	n	3	cet4 cet6 ky ielts zk gk	n. 夹克；短上衣
2289	ordinary	j	3	cet4 cet6 ky ielts gk	adj. 普通的；平常的；平凡的
2290	reduction	n	3	cet4 cet6 ky toefl	n. 减少；下降；缩小
2291	rarely	r	3	cet4 cet6 ky toefl ielts	adv. 很少地；难得；罕有地
2293	pack	v	4	cet4 ky toefl gk	n. 包裹；一副；一群；包装；背包
2295	numerous	j	3	cet4 cet6 ky toefl ielts	adj. 许多的，很多的
2297	substance	n	3	cet4 cet6 ky	n. 物质；实质；主旨；资产
2298	discipline	n	3	cet4 cet6 ky toefl ielts	n. 纪律；学科；训练；惩罚
2299	elsewhere	r	3	cet4 cet6 ky ielts	adv. 在别处；到别处
2300	iron	n	3	cet4 cet6 ky zk gk	n. 熨斗；坚强；烙铁
2301	practical	j	3	cet4 cet6 ky toefl ielts gk	adj. 实际的；实用性的
2302	moreover	r	3	cet4 cet6 ky ielts	adv. 此外；而且
2303	passion	n	3	cet4 cet6 ky toefl ielts	n. 激情；热情；酷爱；盛怒
2304	volunteer	n	3	cet4 cet6 ky toefl ielts gk	n. 志愿者；志愿兵
2305	implement	v	3	cet4 cet6 ky toefl ielts	vt. 实现，使生效；实施，执行
2307	gene	n	3	cet4 ky ielts	n. 基因，遗传因子
2310	sauce	n	3	cet4 cet6 ky ielts gk	n. 调味汁；沙司；酱油
2311	independence	n		cet4 cet6 ky ielts gk	n. 独立性，自立性；自主
2313	priest	n	3	cet4 cet6 ky	n. 牧师；神父；教士
2315	intense	j	3	cet4 cet6 ky toefl ielts	adj. 强烈的；紧张的；热情的；非常的
